"Canada Mortgage and Housing Corporation, average rents for areas with a population of 10,000 and over" 1 2 3
"Annual"
"Table: 34-10-0133-01 (formerly CANSIM 027-0040)"
"Geography: Census subdivision, Census metropolitan area, Census agglomeration, Census metropolitan area part, Census agglomeration part"

"","Montréal, Quebec",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Toronto, Ontario",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Calgary, Alberta",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Edmonton, Alberta",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Vancouver, British Columbia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"","Bachelor units",,,,,,,,,,,"One bedroom units",,,,,,,,,,,"Two bedroom units",,,,,,,,,,,"Three bedroom units",,,,,,,,,,,"Bachelor units",,,,,,,,,,,"One bedroom units",,,,,,,,,,,"Two bedroom units",,,,,,,,,,,"Three bedroom units",,,,,,,,,,,"Bachelor units",,,,,,,,,,,"One bedroom units",,,,,,,,,,,"Two bedroom units",,,,,,,,,,,"Three bedroom units",,,,,,,,,,,"Bachelor units",,,,,,,,,,,"One bedroom units",,,,,,,,,,,"Two bedroom units",,,,,,,,,,,"Three bedroom units",,,,,,,,,,,"Bachelor units",,,,,,,,,,,"One bedroom units",,,,,,,,,,,"Two bedroom units",,,,,,,,,,,"Three bedroom units",,,,,,,,,,,"Bachelor units",,,,,,,,,,,"One bedroom units",,,,,,,,,,,"Two bedroom units",,,,,,,,,,,"Three bedroom units",,,,,,,,,,
"Type of structure","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019"
"","Dollars",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Row and apartment structures of three units and over","514","526","549","539","555","569","573","586","598","641","655","604","627","641","637","651","655","668","679","698","720","754","669","701","719","711","730","739","760","791","782","809","856","815","863","868","876","879","898","953","958","966","1,009","1,072","688","715","728","754","766","780","801","812","836","881","933","853","877","899","916","932","936","972","982","1,022","1,088","1,178","1,029","1,049","1,086","1,115","1,132","1,131","1,174","1,201","1,231","1,297","1,409","1,206","1,227","1,256","1,295","1,320","1,320","1,329","1,372","1,435","1,468","1,624","758","777","819","837","873","896","937","957","1,013","1,081","1,142","926","949","977","1,007","1,032","1,067","1,103","1,132","1,194","1,261","1,361","1,096","1,123","1,148","1,183","1,211","1,251","1,286","1,326","1,403","1,468","1,563","1,299","1,329","1,356","1,411","1,461","1,466","1,516","1,525","1,589","1,647","1,730","705","709","705","776","871","905","900","857","824","877","898","913","894","899","957","1,039","1,133","1,121","1,049","1,024","1,049","1,079","1,089","1,064","1,078","1,144","1,217","1,311","1,319","1,242","1,235","1,262","1,295","1,129","1,111","1,116","1,150","1,212","1,300","1,331","1,296","1,305","1,317","1,343","705","709","714","743","784","843","871","850","839","862","877","842","844","857","882","934","1,001","1,029","1,000","990","1,017","1,028","1,016","1,020","1,037","1,074","1,144","1,230","1,261","1,232","1,216","1,246","1,258","1,139","1,167","1,183","1,212","1,288","1,383","1,401","1,388","1,375","1,385","1,396","804","811","841","866","878","903","938","1,015","1,062","1,151","1,227","919","940","964","982","1,005","1,038","1,079","1,159","1,223","1,306","1,382","1,175","1,202","1,243","1,267","1,287","1,317","1,375","1,459","1,558","1,652","1,752","1,381","1,410","1,445","1,471","1,514","1,530","1,605","1,656","1,756","1,845","1,990"
"Row structures of three units and over","F","F","F","F","F","F","F","F","1,136","F","F","621","583","659","722","634","692","712","685","819","698","679","859","840","823","937","890","842","900","896","838","958","949","1,229","1,240","1,282","1,195","1,213","1,045","1,302","1,284","1,205","1,353","1,281","F","F","F","F","F","F","F","F","F","F","F","848","918","914","903","922","932","932","797","910","906","1,093","1,041","1,066","1,085","1,120","1,130","1,117","1,172","1,196","1,209","1,250","1,396","1,183","1,191","1,227","1,263","1,286","1,272","1,299","1,332","1,366","1,414","1,530","F","F","F","F","F","F","F","F","F","F","F","925","935","984","F","F","979","1,088","F","1,272","F","1,503","1,096","1,124","1,103","1,191","1,099","1,207","1,143","1,274","1,342","1,513","1,613","1,334","1,356","1,386","1,403","1,490","1,496","1,545","1,567","1,674","1,703","1,719","F","F","F","F","F","F","F","F","F","F","F","839","848","826","879","979","1,030","1,007","904","915","900","933","1,025","1,027","1,031","1,105","1,169","1,230","1,227","1,126","1,136","1,168","1,202","1,181","1,163","1,149","1,198","1,258","1,332","1,367","1,329","1,353","1,380","1,422","733","796","791","812","F","F","F","848","F","813","838","878","879","844","883","915","990","982","1,028","1,114","1,011","986","1,020","1,065","1,073","1,103","1,180","1,266","1,280","1,262","1,237","1,247","1,269","1,120","1,165","1,178","1,210","1,286","1,388","1,408","1,394","1,374","1,391","1,397","925","979","1,099","1,137","1,124","1,182","1,229","1,326","1,438","1,470","1,344","936","937","973","888","945","958","1,000","1,132","1,189","1,239","1,346","1,343","1,396","1,420","1,452","1,459","1,488","1,600","1,718","1,718","1,756","1,881","1,397","1,400","1,424","1,461","1,530","1,518","1,594","1,684","1,706","1,755","1,907"
"Apartment structures of three units and over","514","526","549","539","555","569","573","586","597","641","655","604","627","641","637","651","655","668","679","698","720","754","669","700","719","711","730","739","760","791","782","809","855","812","860","865","875","878","898","952","956","965","1,007","1,070","688","715","727","754","766","780","801","812","836","881","933","853","877","899","916","932","936","972","982","1,023","1,088","1,178","1,028","1,048","1,086","1,115","1,132","1,132","1,174","1,201","1,232","1,301","1,410","1,257","1,312","1,322","1,377","1,396","1,415","1,390","1,457","1,568","1,584","1,819","758","777","819","837","873","896","937","957","1,013","1,080","1,141","926","949","977","1,007","1,032","1,067","1,103","1,132","1,194","1,261","1,361","1,096","1,123","1,149","1,183","1,213","1,251","1,288","1,327","1,404","1,467","1,562","1,290","1,322","1,349","1,413","1,454","1,458","1,510","1,515","1,569","1,633","1,732","705","709","705","776","871","906","900","858","825","879","899","913","894","899","958","1,040","1,134","1,122","1,050","1,025","1,050","1,080","1,099","1,069","1,084","1,150","1,224","1,322","1,332","1,258","1,247","1,272","1,305","1,074","1,057","1,077","1,096","1,162","1,262","1,286","1,258","1,254","1,244","1,255","704","708","713","742","784","843","871","850","839","862","878","841","843","857","882","934","1,001","1,029","1,000","989","1,017","1,028","1,015","1,015","1,034","1,071","1,141","1,227","1,259","1,229","1,215","1,246","1,257","1,180","1,171","1,191","1,216","1,292","1,370","1,388","1,377","1,376","1,373","1,394","804","811","839","864","876","902","937","1,013","1,060","1,150","1,227","919","940","964","982","1,005","1,038","1,079","1,159","1,223","1,307","1,382","1,169","1,195","1,237","1,261","1,281","1,311","1,368","1,450","1,552","1,649","1,748","1,367","1,420","1,463","1,480","1,498","1,542","1,615","1,631","1,801","1,921","2,063"
"Apartment structures of six units and over","515","532","553","545","557","576","586","596","609","646","672","629","653","665","659","676","693","712","719","736","764","794","685","715","734","724","742","761","778","792","801","830","873","821","865","883","883","875","896","940","953","952","989","1,072","693","717","733","757","770","782","805","813","838","887","941","858","881","903","921","936","941","977","990","1,027","1,096","1,185","1,034","1,054","1,090","1,117","1,134","1,136","1,178","1,204","1,237","1,303","1,413","1,277","1,314","1,353","1,406","1,415","1,421","1,393","1,460","1,535","1,568","1,765","761","778","822","841","878","900","941","959","1,016","1,083","1,150","928","952","979","1,009","1,033","1,069","1,103","1,134","1,197","1,263","1,363","1,089","1,118","1,148","1,180","1,210","1,249","1,283","1,326","1,400","1,468","1,562","1,287","1,318","1,349","1,393","1,437","1,437","1,488","1,502","1,562","1,628","1,734","709","710","708","779","874","907","905","860","825","881","902","918","897","903","961","1,042","1,137","1,126","1,053","1,027","1,052","1,082","1,119","1,093","1,108","1,173","1,247","1,349","1,355","1,279","1,267","1,293","1,327","1,257","1,196","1,280","1,307","1,345","1,475","1,441","1,468","1,453","1,433","1,479","705","709","713","743","785","843","871","851","839","863","878","842","844","858","883","935","1,002","1,031","1,001","990","1,018","1,029","1,016","1,015","1,034","1,072","1,141","1,228","1,260","1,230","1,215","1,247","1,258","1,187","1,175","1,193","1,220","1,298","1,370","1,388","1,381","1,375","1,377","1,398","805","811","842","865","877","903","938","1,014","1,062","1,152","1,229","921","941","965","983","1,006","1,040","1,080","1,161","1,226","1,309","1,385","1,171","1,196","1,241","1,263","1,282","1,313","1,371","1,453","1,556","1,651","1,750","1,364","1,431","1,479","1,481","1,504","1,552","1,616","1,641","1,812","1,934","2,076"

Symbol legend:
F,  too unreliable to be published,

Footnotes:
1,"Geographical areas modified every 5 years to reflect most recent census definitions, therefore, data are not strictly comparable historically."
2,These data are obtained from Canada Mortgage and Housing Corporation (CMHC) and are provided subject to CMHC's End-Use License Agreement.
3,"For additional information and definitions, refer to Methodology and definitions for Rental Market Survey."

"How to cite: Statistics Canada. Table 34-10-0133-01 Canada Mortgage and Housing Corporation, average rents for areas with a population of 10,000 and over"
https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=3410013301
DOI: https://doi.org/10.25318/3410013301-eng